15(pat)	20000000	12.3528709527	-0.576573862516	-31.8392663176
15(pat)	20100000	12.1244098587	-1.58318005875	-31.4202877336
15(pat)	20200000	11.6101621442	-2.55198767562	-31.7546869606
15(pat)	20300000	11.9458362613	-3.79444974267	-31.629211603
15(pat)	20400000	11.1526788001	-6.60360979225	-30.8032201569
15(pat)	20500000	11.329527888	-7.39671291305	-30.231518938
15(pat)	20600000	12.3024787253	-7.23315142033	-29.7931561991
15(pat)	20700000	11.8903244826	-6.18761243169	-29.5481491531
15(pat)	20800000	12.4993808978	-5.8082955125	-28.5432262959
15(pat)	20900000	11.6136940131	-5.56858630677	-29.3904755798
15(pat)	21000000	13.3917241619	-6.37537003598	-32.1465624747
15(pat)	21100000	14.1823812409	-7.17842079147	-31.8067177048
15(pat)	21200000	14.050035051	-8.02954843314	-30.9440623102
15(pat)	21300000	13.7690225096	-9.44879704314	-30.6723571341
15(pat)	21400000	14.2227574532	-9.9401472151	-31.576100691
15(pat)	21500000	15.2278073585	-10.3605159986	-31.7267024438
15(pat)	21600000	16.0476858964	-10.7324541265	-31.0382245674
15(pat)	21700000	15.9320806361	-10.6769482659	-29.921840112
15(pat)	21800000	14.9828990876	-10.431802412	-29.4055623053
15(pat)	21900000	14.2452058267	-9.76349858723	-28.8993015406
15(pat)	22000000	12.8837634415	-8.58957202898	-28.557413499
15(pat)	22100000	14.9774772582	-8.33059114718	-29.7166507221
15(pat)	22200000	15.6683232391	-7.76195992652	-30.7330327562
15(pat)	22300000	15.9086409774	-6.58606466259	-31.045342132
15(pat)	22400000	15.4705810466	-5.66566613757	-30.4482014144
15(pat)	22500000	13.5412419099	-5.41155068141	-28.998925583
15(pat)	22600000	12.4139927656	-6.423350512	-28.5680751598
15(pat)	22700000	12.6754685975	-7.1979813889	-27.2395838814
15(pat)	22800000	13.824155854	-8.19786986784	-26.4292874617
15(pat)	22900000	14.1322251989	-8.99233987883	-25.1266515095
15(pat)	23000000	13.2435732889	-9.75072217448	-24.7613697796
15(pat)	23100000	12.5128043826	-8.85444097259	-24.1744784775
15(pat)	23200000	12.0261482339	-9.44991767235	-25.1168461768
15(pat)	23300000	12.8106699118	-9.5616286363	-26.2538873542
